"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"#WIN AN #ASUS #ROG #GAMING #MONITOR #GIVEAWAY

Follow @AthleticoES &amp; RT to Enter

@HyperRTs #csgogiveaways… https://t.co/Y0MpWUvm77",FALSE,0,NA,2018-02-04 03:28:12,TRUE,NA,"959991955143802880",NA,"<a href=""https://gleam.io"" rel=""nofollow"">Gleam Competition App</a>","Aliff_Azahari",1,FALSE,FALSE,NA,NA
"#Asus #zenfone5 #leaks with 18:9 #display #dualcameras #Snapdragon 430 and #AndroidOreo will be announced at #MWC18… https://t.co/xQLwNFoXyl",FALSE,0,NA,2018-02-04 03:26:13,TRUE,NA,"959991457154154497",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dailytechshots",0,FALSE,FALSE,NA,NA
"#WIN AN #ASUS #ROG #GAMING #MONITOR #GIVEAWAY

Follow @AthleticoES &amp; RT to Enter

@HyperRTs #csgogiveaways… https://t.co/XuoMszd0eL",FALSE,1,NA,2018-02-04 03:11:21,TRUE,NA,"959987713381253121",NA,"<a href=""https://gleam.io"" rel=""nofollow"">Gleam Competition App</a>","MattL1888",0,FALSE,FALSE,NA,NA
"How to Make Your Laptop's Wifi Signal Faster On Windows 10/8/7 [Tutorial] #makeinternet #Acer #Dell #Asus...… https://t.co/pc16MVCZry",FALSE,0,NA,2018-02-04 02:53:08,TRUE,NA,"959983130856886273",NA,"<a href=""http://leadstories.com"" rel=""nofollow"">Lead Stories Feed Publisher</a>","Windows10Info",0,FALSE,FALSE,NA,NA
"Te regalo 5 gigas de almacenamiento para que pruebes #ASUS #WebStorage, regístrate en el link… https://t.co/rBvjl9StHL",FALSE,0,NA,2018-02-04 02:45:43,TRUE,NA,"959981264261603329",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Man3And",0,FALSE,FALSE,NA,NA
"Second smartphone from ASUS with an 18:9 display...

#ASUS #ZenFone5 #Backto5 #5 #Android #Oreo #Smartphone https://t.co/wAMNiZiWqu",FALSE,0,NA,2018-02-04 02:35:29,FALSE,NA,"959978688531091456",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","PokdeDotNet",1,FALSE,FALSE,NA,NA
"Second smartphone from ASUS with an 18:9 display...

#ASUS #ZenFone5 #Backto5 #5 #Android #Oreo #Smartphone https://t.co/vldE3h9kqz",FALSE,0,NA,2018-02-04 02:35:12,FALSE,NA,"959978616410066944",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","shahzisme",0,FALSE,FALSE,NA,NA
"【故障】ASUS Zenbook3 起動しなくなる→修理へ［ASUSのサポートを検証！］https://t.co/CVEamRLqdO #ASUS #Zenbook #Zenbook3 #Windows10 https://t.co/A7AUkA9Hxy",FALSE,0,NA,2018-02-04 02:30:50,FALSE,NA,"959977519121186816",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","BAYASHITV",0,FALSE,FALSE,NA,NA
"It's over 9000! #overclocking #benching #ASUS #didtheyeventestit #letstrythatagain https://t.co/82OOEuEuKv",FALSE,0,NA,2018-02-04 02:18:48,FALSE,NA,"959974491064594433",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","UnityOC",0,FALSE,FALSE,NA,NA
"【パソコン】機動性×実用性×可能性。3つのプレミアムを極めた高性能タブレット『T305CA-7Y54』81,400円(税抜)
＃ASUS ＃タブレット
https://t.co/S9K0KCaLxa https://t.co/597oYeZPbm",FALSE,1,NA,2018-02-04 02:08:27,FALSE,NA,"959971887181807617",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sofmapcom",0,FALSE,FALSE,NA,NA
"RT @Slashleaks: #Asus - #Zenfone5 - ASUS ZenFone 5 user manual reveals design from all angles https://t.co/TxFrKCUdis https://t.co/m8faT1RQ…",FALSE,0,NA,2018-02-04 01:55:45,FALSE,NA,"959968688471359488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","68Shiroi",16,TRUE,FALSE,NA,NA
"RT @kukkumaa: 小学生(女の子二人で）冬休みの自由研究で自作PCを組ませてみた。（初心者にお勧め！） - AMD Ryzen(TM) 7 1700のレビュー　＃ASUS　＃AMD　＃Ryzen(TM) 7 1700
 | ジグソー | レビューメディア https:…",FALSE,0,NA,2018-02-04 01:53:33,FALSE,NA,"959968135381106688",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hagane1329",48,TRUE,FALSE,NA,NA
"Te regalo 5 gigas de almacenamiento para que pruebes #ASUS #WebStorage, regístrate en el link… https://t.co/Y7aqapLeXg",FALSE,0,NA,2018-02-04 01:45:18,TRUE,NA,"959966058647052288",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Man3And",0,FALSE,FALSE,NA,NA
"【モニター】
ASUS VE248HR
応答速度1ms!
３台限定で特価販売中。

数ミリの時間で差を付けろ！

#ゲーミングモニター #ASUS #PCモニター https://t.co/hlUdybYP9E",FALSE,0,NA,2018-02-04 01:37:48,FALSE,NA,"959964171155603456",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tsukumo_Sapporo",1,FALSE,FALSE,NA,NA
"The stream is live!!!  #pubg #pubgxbox #pubgxboxone #xbox #xboxone #xboxones #microsoft #beer #batman #coorslight… https://t.co/D05nqtTw4v",FALSE,1,NA,2018-02-04 01:33:48,TRUE,NA,"959963164568727552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DudemanChad23",0,FALSE,FALSE,NA,NA
"パソコン買いました。
注文した翌日に届いてびっくり。今回もピンクだけど、前のより色は薄め。
処理速度よりも、薄さと軽さ重視������
#パソコン #pc #ピンク好き #asus #zenbook https://t.co/QhU1VgFyKC",FALSE,1,NA,2018-02-04 00:50:43,FALSE,NA,"959952324243476481",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","masadayome",0,FALSE,FALSE,NA,NA
"ASUS K52F (Pentium P6200 2133 Mhz/15.6""/1366x768/3072Mb/320Gb/DVD-RW/Intel GMA HD/Wi-Fi/Bluetooth/Win 7 HB) https://t.co/M0nAyUuStZ #ASUS",FALSE,0,NA,2018-02-04 00:46:02,FALSE,NA,"959951142699618304",NA,"<a href=""http://apacelli.com/"" rel=""nofollow"">apacalli</a>","apatab",0,FALSE,FALSE,NA,NA
"Te regalo 5 gigas de almacenamiento para que pruebes #ASUS #WebStorage, regístrate en el link… https://t.co/DTlOkwttMG",FALSE,0,NA,2018-02-04 00:45:10,TRUE,NA,"959950925489168384",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Man3And",0,FALSE,FALSE,NA,NA
"RT @BeeverBSN: ความทรงจำนั้นช่างยาวนาน 
มีแต่วันเวลาเท่านั้นที่แสนสั้นนะครับ

#ทีมมช #มช #ศาลาธรรม
#เชียงใหม่ #Thailand #ASUS
#VSCO #VSCOCa…",FALSE,0,NA,2018-02-04 00:35:48,FALSE,NA,"959948571125596161",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chalaluck_thaib",20,TRUE,FALSE,NA,NA
"All @ASUSUSA &amp; @ASUS_ROG  #Z370 Motherboards which support #intel 8th generation CPUs and lunched in 2017 ������ 

The l… https://t.co/MmRvgF4J6B",FALSE,0,NA,2018-02-04 00:33:52,TRUE,NA,"959948081881022464",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cytekme",0,FALSE,FALSE,NA,NA
"#WIN AN #ASUS #ROG #GAMING #MONITOR #GIVEAWAY

Follow @AthleticoES &amp; RT to Enter

@HyperRTs #csgogiveaways… https://t.co/waw2EVfBBt",FALSE,1,NA,2018-02-04 00:33:05,TRUE,NA,"959947886975844352",NA,"<a href=""https://gleam.io"" rel=""nofollow"">Gleam Competition App</a>","Shaan_Kalingara",0,FALSE,FALSE,NA,NA
"RT @dospara_honten: 13時からイベントスタートです！
皆様奮ってご参加ください！！

スタッフも見たいんですけど！けど！！！

#ASUS #ドスパラ #秋葉原本店 #akiba #イベント #ドスパラTV https://t.co/BzBcaKuh20",FALSE,0,NA,2018-02-04 00:31:21,FALSE,NA,"959947447412736000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tfnetwork",7,TRUE,FALSE,NA,NA
"初Androidスマホで、ASUSのZenPhone3を買おうと思っています。
使っている方に質問ですが、Twitterや音声入力などはサクサクですか？
使い心地を教えていただけたらと思います。　#ASUS",FALSE,0,NA,2018-02-04 00:25:17,FALSE,NA,"959945922028355584",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kotsu2life",0,FALSE,FALSE,NA,NA
"#WIN AN #ASUS #ROG #GAMING #MONITOR #GIVEAWAY

Follow @AthleticoES &amp; RT to Enter

@HyperRTs #csgogiveaways… https://t.co/WuRnwujUSu",FALSE,1,NA,2018-02-04 00:15:05,TRUE,NA,"959943355978342400",NA,"<a href=""https://gleam.io"" rel=""nofollow"">Gleam Competition App</a>","Malawk",1,FALSE,FALSE,NA,NA
"#WIN AN #ASUS #ROG #GAMING #MONITOR #GIVEAWAY

Follow @AthleticoES &amp; RT to Enter

@HyperRTs #csgogiveaways… https://t.co/VsaGaC6k8h",FALSE,1,NA,2018-02-04 00:14:56,TRUE,NA,"959943316128153600",NA,"<a href=""https://gleam.io"" rel=""nofollow"">Gleam Competition App</a>","sanjst",0,FALSE,FALSE,NA,NA
"#WIN AN #ASUS #ROG #GAMING #MONITOR #GIVEAWAY

Follow @AthleticoES &amp; RT to Enter

@HyperRTs #csgogiveaways… https://t.co/QmS9piR66X",FALSE,1,NA,2018-02-04 00:06:18,TRUE,NA,"959941144292483072",NA,"<a href=""https://gleam.io"" rel=""nofollow"">Gleam Competition App</a>","haruneker",0,FALSE,FALSE,NA,NA
"I bought my Asus F541U #Laptop #Computer yo replace my 4-yr old #Asus X54C, because I was happy with the old one...… https://t.co/gk89fk5uzM",FALSE,0,NA,2018-02-04 00:05:21,TRUE,NA,"959940904357388291",NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","owen_author",0,FALSE,FALSE,NA,NA
"#WIN AN #ASUS #ROG #GAMING #MONITOR #GIVEAWAY

Follow @AthleticoES &amp; RT to Enter

@HyperRTs #csgogiveaways… https://t.co/aoGyvJOdY6",FALSE,1,NA,2018-02-04 00:03:32,TRUE,NA,"959940447597547520",NA,"<a href=""https://gleam.io"" rel=""nofollow"">Gleam Competition App</a>","ilhanakin05",0,FALSE,FALSE,NA,NA
"RT @jasiddal: #WIN AN #ASUS #ROG #GAMING #MONITOR #GIVEAWAY

Follow @AthleticoES &amp; RT to Enter

@HyperRTs #csgogiveaways #csgogiveaway http…",FALSE,0,NA,2018-02-04 00:00:04,FALSE,NA,"959939578307203072",NA,"<a href=""http://www.brian.ie"" rel=""nofollow"">Johnnyn18241</a>","Johnnyn18241",3,TRUE,FALSE,NA,NA
"RT @erfinllen: #WIN AN #ASUS #ROG #GAMING #MONITOR #GIVEAWAY

Follow @AthleticoES &amp; RT to Enter

@HyperRTs #csgogiveaways #csgogiveaway htt…",FALSE,0,NA,2018-02-03 23:59:57,FALSE,NA,"959939548196360199",NA,"<a href=""https://twitter.com/HyperRTs"" rel=""nofollow"">Retweet bot v2 hyperrrts</a>","HyperRTs",1,TRUE,FALSE,NA,NA
"#WIN AN #ASUS #ROG #GAMING #MONITOR #GIVEAWAY

Follow @AthleticoES &amp; RT to Enter

@HyperRTs #csgogiveaways… https://t.co/j9wEJlQrVZ",FALSE,3,NA,2018-02-03 23:59:32,TRUE,NA,"959939442906611712",NA,"<a href=""https://gleam.io"" rel=""nofollow"">Gleam Competition App</a>","erfinllen",1,FALSE,FALSE,NA,NA
"@ASUSTR Asus Servisi kullanıcılara çektirdiği çilenin haddi hesabı yok! Yazıklar olsun! Cebin Anakartını bozdular!… https://t.co/QGLzTXUcVd",FALSE,0,"ASUSTR",2018-02-03 23:53:48,TRUE,"959503820643500033","959938000045137920","131086601","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gotheinan",0,FALSE,FALSE,NA,NA
"@ASUSTR Asus Servisi kullanıcılara çektirdiği çilenin haddi hesabı yok! Yazıklar olsun! Cebin Anakartını bozdular!… https://t.co/6Yg2nOeJR8",FALSE,0,"ASUSTR",2018-02-03 23:52:52,TRUE,"959075959361232905","959937764237152256","131086601","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gotheinan",0,FALSE,FALSE,NA,NA
"ASUS K53SV (Core i7 2630QM 2000 Mhz/15.6""/1366x768/4096Mb/640Gb/DVD-RW/Wi-Fi/Win 7 HB) https://t.co/o1M4TaZwxB #ASUS",FALSE,0,NA,2018-02-03 23:51:02,FALSE,NA,"959937302821785600",NA,"<a href=""http://apacelli.com/"" rel=""nofollow"">apacalli</a>","apatab",0,FALSE,FALSE,NA,NA
