"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Share the brand you developed with custom laptop skins 
https://t.co/bLKgqt2XrA
#laptopskin #diydesign #laptopskins… https://t.co/81HHt4eVoD",FALSE,0,NA,2018-02-04 03:35:05,TRUE,NA,"959993687190196224",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Speedy_Signs",0,FALSE,FALSE,NA,NA
"How to Make Your Laptop's Wifi Signal Faster On Windows 10/8/7 [Tutorial] #makeinternet #Acer #Dell #Asus...… https://t.co/pc16MVCZry",FALSE,0,NA,2018-02-04 02:53:08,TRUE,NA,"959983130856886273",NA,"<a href=""http://leadstories.com"" rel=""nofollow"">Lead Stories Feed Publisher</a>","Windows10Info",0,FALSE,FALSE,NA,NA
"Acer Aspire Ethos 8950G-2634G75Wiss (Core i7 2630QM 2000 Mhz/18.4""/1920x1080/4096Mb/750Gb/BD-RE/ATI Radeon HD 6650M… https://t.co/jG2E8WKnLy",FALSE,0,NA,2018-02-04 01:38:02,TRUE,NA,"959964230819762176",NA,"<a href=""http://apacelli.com/"" rel=""nofollow"">apacalli</a>","apatab",0,FALSE,FALSE,NA,NA
"Acer ASPIRE 4930G-732G25Mi (Core 2 Duo T7350 2000 Mhz/14.1""/1280x800/2048Mb/250.0Gb/DVD-RW/Wi-Fi/Bluetooth/Win Vist… https://t.co/pL5vifuqV4",FALSE,0,NA,2018-02-04 01:24:02,TRUE,NA,"959960706312482816",NA,"<a href=""http://apacelli.com/"" rel=""nofollow"">apacalli</a>","apatab",0,FALSE,FALSE,NA,NA
"RT @riccardopalombo: Versione breve: rimandato. Recensione #Acer Swift 3 SF315-41 con  #AMD Ryzen 7 Mobile https://t.co/Ln0eWa4M9N https://…",FALSE,0,NA,2018-02-04 01:09:09,FALSE,NA,"959956961080086529",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GaetanoCalabr87",2,TRUE,FALSE,NA,NA
"Check out Acer Aspire One Windows 7 Starter Laptop Notebook #Acer https://t.co/7aBFd6Wl4q via @eBay",FALSE,0,NA,2018-02-04 01:06:24,FALSE,NA,"959956268977881088",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","i_______Neeners",0,FALSE,FALSE,NA,NA
"Existe mouse pad pior que o do notebook da #Acer? saudades, #Dell..",FALSE,0,NA,2018-02-04 01:02:10,FALSE,NA,"959955204291682304",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","frnramos",0,FALSE,FALSE,NA,NA
"RT @thriftnrecycle: #Deals #shopsmall #tech #student #office #ebay #Acer #Chromebook CB3-131-C3SZ 11.6in.16GB, #Intel Celeron N, 2.58GHz, 2…",FALSE,0,NA,2018-02-04 00:56:46,FALSE,NA,"959953845286731776",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","debsuniqueshop",19,TRUE,FALSE,NA,NA
"Acer представит первый в мире планшет с Chrome OS

Первый в мире планшетный компьютер производства компании Acer, у… https://t.co/P67VBtX0aP",FALSE,0,NA,2018-02-04 00:48:13,TRUE,NA,"959951695047548928",NA,"<a href=""http://novapress.net.ru/"" rel=""nofollow"">NovaPress Publisher</a>","RussianHitech",0,FALSE,FALSE,NA,NA
"大阪駆動開発さんは、関西(主に大阪)を中心に、IT系のおもしろそうなことをやっています。
https://t.co/zGXDwFlT9J
#HP #Acer #HoloLens #AR #CR #MR #SR #VR #大阪 #ハンズオン",FALSE,0,NA,2018-02-03 23:38:23,FALSE,NA,"959934121626644480",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","deno_samurai",0,FALSE,FALSE,NA,NA
"RT @pcmonitors: #Acer KG251QF 144Hz FreeSync model - https://t.co/70qipvhJ7G.",FALSE,0,NA,2018-02-03 23:04:37,FALSE,NA,"959925623736229888",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Curiosity63",1,TRUE,FALSE,NA,NA
"#Acer #ac20-720 j3710 4gb 500gb 19 5'' windows a €469,0 su #Yeppon: Dq.b6zet.009 acer c20-720, aspire. dimensioni s… https://t.co/zirBe0L4gg",FALSE,0,NA,2018-02-03 22:19:03,TRUE,NA,"959914156064256001",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","acquefangose",0,FALSE,FALSE,NA,NA
"https://t.co/sg7qOHKJd7 - SALE ON LAPTOPS! #laptop #notebook #computer #computers #laptops #notebooks #technology… https://t.co/u83XtlGUQn",FALSE,0,NA,2018-02-03 22:00:13,TRUE,NA,"959909416328982528",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","_SmallLaptop",0,FALSE,FALSE,NA,NA
"[CF] Dia 4/02(amanhã) teremos dois jogos da CFPL D-League de CrossFire. O primeiro jogo será às 6hrs da manhã, cont… https://t.co/V5USVNVCtU",FALSE,29,NA,2018-02-03 21:15:30,TRUE,NA,"959898163510378498",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","blackdragonsBR",3,FALSE,FALSE,NA,NA
"Comienza tu semana con una laptop HP entra a https://t.co/UM2s7EQzmT y disfruta de todas nuestras promociones

Comi… https://t.co/FNFfGGJgFa",FALSE,0,NA,2018-02-03 20:55:42,TRUE,NA,"959893178110193664",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SVENSKACOMPUTO1",0,FALSE,FALSE,NA,NA
"#PhilipPugh #acer https://t.co/CNydAm634t https://t.co/I8BdNYzhaU",FALSE,0,NA,2018-02-03 20:47:11,FALSE,NA,"959891034087018497",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TheSolarGazer",0,FALSE,FALSE,NA,NA
"Acer inaugura su primera tienda en Latinoamérica https://t.co/LiVmJNUIXn #Acer #Tecnologia #Latinoamérica #GMIT… https://t.co/4I9KmZvBJV",FALSE,0,NA,2018-02-03 20:20:11,TRUE,NA,"959884242019930113",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","GlobalMediaIT",0,FALSE,FALSE,NA,NA
"ICYMI: IFA 2017: The New #Acer #Aspire S24 is the PC to Have https://t.co/jEjf0HJJvG",FALSE,0,NA,2018-02-03 19:58:00,FALSE,NA,"959878658088407040",NA,"<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>","OxGadgets",0,FALSE,FALSE,NA,NA
"#Acer anunció una nueva #Chromebook llamada Spin 11, la cual posee un diseño convertible con una bisagra de 360 y u… https://t.co/55AzdDIJIg",FALSE,0,NA,2018-02-03 19:00:41,TRUE,NA,"959864235231768577",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","ArrobaGeekTV",0,FALSE,FALSE,NA,NA
"Which music are you enjoying on your #Acer laptop today https://t.co/8uFwTVTxKJ",FALSE,0,NA,2018-02-03 18:04:55,FALSE,NA,"959850201828610048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SoorajB86",0,FALSE,FALSE,NA,NA
"Acer inaugura su primera tienda en Latinoamérica https://t.co/LiVmJNUIXn #Acer #Tecnologia #Latinoamérica #GMIT… https://t.co/LqAZhRbV0B",FALSE,0,NA,2018-02-03 17:30:25,TRUE,NA,"959841518638026753",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","GlobalMediaIT",0,FALSE,FALSE,NA,NA
"Acer Iconia Tab A501 32Gb https://t.co/FCXsz1cYAi #Acer",FALSE,0,NA,2018-02-03 17:20:16,FALSE,NA,"959838964533350400",NA,"<a href=""http://apacelli.com/"" rel=""nofollow"">apacalli</a>","apatab",0,FALSE,FALSE,NA,NA
"Here's a great 2-in-1 at not-a-bad-price #Windows #Windows10 #Acer #AcerSpin5 https://t.co/qhpJQk3NNV",FALSE,0,NA,2018-02-03 15:44:03,FALSE,NA,"959814751177007104",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","joshrobertnay",0,FALSE,FALSE,NA,NA
"It's here! #Acer #Aspire #gaminglaptop https://t.co/9bqtbxBu9S",FALSE,3,NA,2018-02-03 15:34:18,FALSE,NA,"959812295504289792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Atomizer13",0,FALSE,FALSE,NA,NA
"Acer inaugura su primera tienda en Latinoamérica https://t.co/LiVmJNUIXn #Acer #Tecnologia #Latinoamérica #GMIT… https://t.co/VQzmGrvTh5",FALSE,0,NA,2018-02-03 15:30:26,TRUE,NA,"959811324661334017",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","GlobalMediaIT",0,FALSE,FALSE,NA,NA
"@Flipkart #cheated for faulty #acer #laptop    @flipkartsupport refused to refund. #Help ? #fraud case id IN1802021310558136253",FALSE,0,"Flipkart",2018-02-03 14:37:54,FALSE,NA,"959798103007047680","57947109","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nehabagoria",0,FALSE,FALSE,NA,NA
"RT @riccardopalombo: Versione breve: rimandato. Recensione #Acer Swift 3 SF315-41 con  #AMD Ryzen 7 Mobile https://t.co/Ln0eWa4M9N https://…",FALSE,0,NA,2018-02-03 14:01:24,FALSE,NA,"959788916474896384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_REDGala",2,TRUE,FALSE,NA,NA
"5 % OFF, #sale #save #acer #laptop @amazon @acer Acer Chromebook 15 C910-3916 (15.6-inch Full HD IPS, Intel Core i3… https://t.co/haqh1M0Ush",FALSE,0,NA,2018-02-03 13:50:11,TRUE,NA,"959786095956414464",NA,"<a href=""https://twittimer.com"" rel=""nofollow"">Twittimer</a>","daily_bdd2",0,FALSE,FALSE,NA,NA
"5 % OFF, #sale #save #acer #laptop @amazon @acer Acer Chromebook 15 C910-3916 (15.6-inch Full HD IPS, Intel Core i3… https://t.co/w8KtJSLJV7",FALSE,1,NA,2018-02-03 13:50:07,TRUE,NA,"959786075962200064",NA,"<a href=""https://twittimer.com"" rel=""nofollow"">Twittimer</a>","the_best_offer",0,FALSE,FALSE,NA,NA
"5 % OFF, #sale #save #acer #laptop @amazon @acer Acer Chromebook 15 C910-3916 (15.6-inch Full HD IPS, Intel Core i3… https://t.co/KEft96KV1N",FALSE,0,NA,2018-02-03 13:50:04,TRUE,NA,"959786064473968640",NA,"<a href=""https://twittimer.com"" rel=""nofollow"">Twittimer</a>","the_best_daily",0,FALSE,FALSE,NA,NA
"RT @thriftnrecycle: #Deals #shopsmall #tech #student #office #ebay #Acer #Chromebook CB3-131-C3SZ 11.6in.16GB, #Intel Celeron N, 2.58GHz, 2…",FALSE,0,NA,2018-02-03 13:42:46,FALSE,NA,"959784228325031936",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","barntiques859",19,TRUE,FALSE,NA,NA
"Acer inaugura su primera tienda en Latinoamérica https://t.co/LiVmJNUIXn #Acer #Tecnologia #Latinoamérica #GMIT… https://t.co/gGvmcAiB9Y",FALSE,0,NA,2018-02-03 13:20:12,TRUE,NA,"959778548268654592",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","GlobalMediaIT",0,FALSE,FALSE,NA,NA
"Si no habéis visto aún el vídeo donde colaboro con @AcerEspana y os enseño el gran portátil que me han dado  #Acer… https://t.co/tYuH7i6NQ0",FALSE,325,NA,2018-02-03 13:07:00,TRUE,NA,"959775227772153857",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Makiman131",64,FALSE,FALSE,NA,NA
"Acer Aspire Desktop, 7th Gen Intel Core i5-74... by #Acer  https://t.co/BdclSrYte5           vía @amazon",FALSE,0,NA,2018-02-03 13:04:37,FALSE,NA,"959774628305620992",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","exportbuys",0,FALSE,FALSE,NA,NA
"Versione breve: rimandato. Recensione #Acer Swift 3 SF315-41 con  #AMD Ryzen 7 Mobile https://t.co/Ln0eWa4M9N https://t.co/CsNPWeInky",FALSE,20,NA,2018-02-03 12:02:52,FALSE,NA,"959759086106611712",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","riccardopalombo",2,FALSE,FALSE,NA,NA
"Acer представит первый в мире планшет с Chrome OS

Первый в мире планшетный компьютер производства компании Acer, у… https://t.co/ZqS9d6cbFo",FALSE,0,NA,2018-02-03 11:03:08,TRUE,NA,"959744055369457664",NA,"<a href=""http://novapress.net.ru/"" rel=""nofollow"">NovaPress Publisher</a>","RussianHitech",0,FALSE,FALSE,NA,NA
"Download Quest game Surface: Lost tales. Collector's edition For Android
https://t.co/NTgdjQo28x
#mobone… https://t.co/WEKzOLG9v9",FALSE,0,NA,2018-02-03 10:13:46,TRUE,NA,"959731629697708032",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","alexababarika",0,FALSE,FALSE,NA,NA
"[Warface] GG, WP! Infelizmente não deu! Sluper levar o jogo por 0x2 em mapas. Não temos mais chances de classificaç… https://t.co/cQlRo1JJ8c",FALSE,48,NA,2018-02-03 10:13:08,TRUE,NA,"959731471710937091",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","blackdragonsBR",1,FALSE,FALSE,NA,NA
"Download Arcade game Captain Solo: Counter strike For Android
https://t.co/oWFpwT1N8c
#mobone #androidapps #games… https://t.co/7GxHsGwl12",FALSE,0,NA,2018-02-03 10:10:50,TRUE,NA,"959730892896862208",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","alexababarika",0,FALSE,FALSE,NA,NA
"#acer #windows10 #password #recovered Well Done! #Carmine #3396459223 Assistenza Computer a Udine #original info... https://t.co/mCryyb7kZk",FALSE,0,NA,2018-02-03 09:58:58,FALSE,NA,"959727907177299968",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","ComputerUdineEu",0,FALSE,FALSE,NA,NA
"#acer #windows10 #password #recovered Well Done! #Carmine #3396459223 Assistenza Computer a Udine #original info al… https://t.co/9HF5GuLbM7",FALSE,0,NA,2018-02-03 09:58:52,TRUE,NA,"959727883412561920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ComputerUdineEu",0,FALSE,FALSE,NA,NA
"RT @Newtechmalta: Acer Predator Orion 9000
#Acer #PredatorGaming #Orion9000 #newtechmalta https://t.co/jNrav3tQQC",FALSE,0,NA,2018-02-03 09:39:52,FALSE,NA,"959723098944692225",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","coolercomputer",1,TRUE,FALSE,NA,NA
"FWD Weekly: Acer's premium tablet, Apple HomePod en muziek streaming (HiFi Laatste nieuws) https://t.co/DkLKh7yMQG #tablet #apple #acer",FALSE,0,NA,2018-02-03 09:35:30,FALSE,NA,"959721999902879744",NA,"<a href=""http://www.rsscockpit.com"" rel=""nofollow"">RSScockpit</a>","Tabletnieuwtjes",0,FALSE,FALSE,NA,NA
"ACER ASPIRE I7-1T E1-572G
Na 12 rata iznosi 458,25knm j.
Cijena uredjaja iznosi 5499kn
#ACER #I7 #NEW #ABMOBILE… https://t.co/sdZ8CokFuV",FALSE,0,NA,2018-02-03 09:28:09,TRUE,NA,"959720149657030656",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ABMobiteli",0,FALSE,FALSE,NA,NA
"#tokonoma of the day @Deshimabonsaistudio #acer palmatum Shishigashira and rumex kusamono in a… https://t.co/HkoUEEWTAf",FALSE,0,NA,2018-02-03 09:07:17,FALSE,NA,"959714900774879232",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","bonsaitj",0,FALSE,FALSE,NA,NA
"#Acer KG251QF 144Hz FreeSync model - https://t.co/70qipvhJ7G.",FALSE,0,NA,2018-02-03 08:59:35,FALSE,NA,"959712963744681985",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pcmonitors",1,FALSE,FALSE,NA,NA
"#Acer #Aspire #MS2360 Como #Reparar #el #Tecla #de portátil #Tecla #teclado - https://t.co/9BygG7VAmm… https://t.co/VtVNL8WuvL",FALSE,0,NA,2018-02-03 06:36:32,TRUE,NA,"959676963563753472",NA,"<a href=""https://www.datsfree.info"" rel=""nofollow"">DatsFree</a>","walt26bo",0,FALSE,FALSE,NA,NA
"Sell used laptops in Bangalore of any brand like #Lenovo,#apple, #HP,#Sony,#Dell,#Acer,#IBM,#ASUS etc. in any condi… https://t.co/5aUhFYzr5L",FALSE,0,NA,2018-02-03 05:25:54,TRUE,NA,"959659188287766530",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lapitop_blore",0,FALSE,FALSE,NA,NA
"eMachines E732Z-A12B パワーアップ計画：その①
 https://t.co/QY6yZxXKT4
 #eMachines #acer",FALSE,0,NA,2018-02-03 04:15:08,FALSE,NA,"959641376328740866",NA,"<a href=""http://www.yahoo.co.jp"" rel=""nofollow"">NewアプリFMY</a>","PC_CamelRider",0,FALSE,FALSE,NA,NA
"Acer ASPIRE 5738PZG-443G25Mi (Pentium Dual-Core T4400 2200 Mhz/15.6""/1366x768/3072Mb/250Gb/DVD-RW/Wi-Fi/Bluetooth/W… https://t.co/MwpGITzJXR",FALSE,0,NA,2018-02-03 03:55:02,TRUE,NA,"959636318530699265",NA,"<a href=""http://apacelli.com/"" rel=""nofollow"">apacalli</a>","apatab",0,FALSE,FALSE,NA,NA
"ちょっとでかすぎる、返品するか。
#Acer Chromebook 15(CB515-1HT-P39B) https://t.co/PlsoPWdtWg",FALSE,0,NA,2018-02-03 03:22:37,FALSE,NA,"959628162194841600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gororon0000",0,FALSE,FALSE,NA,NA
"LO-toppen og stortings-Ap i snublende utakt med den kraftkrevende grasrota https://t.co/8Jmbwza4d9 via @psteigan #Acer #energi #EU #industri",FALSE,1,NA,2018-02-03 03:08:39,FALSE,NA,"959624648848756745",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PSteigan",0,FALSE,FALSE,NA,NA
"Ready guys...������������
15jt only 

#intel #nvidiaindonesia #nvidia #revancomputerized #acer https://t.co/RBHB9w1QG5",FALSE,0,NA,2018-02-03 01:53:25,FALSE,NA,"959605715869544448",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Agungpgt",0,FALSE,FALSE,NA,NA
"Wow ������
#acer #intel #acerpredator #GamingPC https://t.co/D8gnTpHUw6",FALSE,0,NA,2018-02-03 00:35:02,FALSE,NA,"959585987776188419",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GinaZhenya",0,FALSE,FALSE,NA,NA
"My new #GamingPC #acerpredator #i7 ������ #acer #intel https://t.co/naUwokyjpo",FALSE,0,NA,2018-02-03 00:34:24,FALSE,NA,"959585829860540416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GinaZhenya",0,FALSE,FALSE,NA,NA
"Acer inaugura su primera tienda en Latinoamérica https://t.co/LiVmJNUIXn #Acer #Tecnologia #Latinoamérica #GMIT… https://t.co/5jprMDhauL",FALSE,0,NA,2018-02-03 00:20:12,TRUE,NA,"959582256833744896",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","GlobalMediaIT",0,FALSE,FALSE,NA,NA
"Check out Acer Aspire One, Intel Atom 1.6Ghz CPU, 1Gb RAM, 150Gb HD. #Acer https://t.co/Xnwtdwk1y2 via @eBay",FALSE,0,NA,2018-02-02 23:51:01,FALSE,NA,"959574909683986432",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SignpostPub",0,FALSE,FALSE,NA,NA
"Laptop Acer Aspire 1, 14' Full HD, Intel Celeron N... by #Acer https://t.co/GPSAsxmtqj           vía @amazon",FALSE,0,NA,2018-02-02 23:42:36,FALSE,NA,"959572793313714182",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","exportbuys",0,FALSE,FALSE,NA,NA
"Details on the Acer ChromeOS tablet. I've liked their Chromebooks and so have the few teachers giving them ago.… https://t.co/P2KhZ7N7fF",FALSE,0,NA,2018-02-02 23:10:02,TRUE,NA,"959564597505249280",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","STMhuvey",0,FALSE,FALSE,NA,NA
"Acer P246HLAbd https://t.co/sCsNM9pm7w #Acer",FALSE,0,NA,2018-02-02 23:02:02,FALSE,NA,"959562585782870016",NA,"<a href=""http://apacelli.com/"" rel=""nofollow"">apacalli</a>","apatab",0,FALSE,FALSE,NA,NA
"RT @b4me_com: Shohin Acer buergerianum/Trident Maple Bonsai, just 8""/20cm tall, with accent-hand. 
#bonsai #trident #acer #shohin https://t…",FALSE,0,NA,2018-02-02 22:59:45,FALSE,NA,"959562008139005953",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TomRiddle_emili",6,TRUE,FALSE,NA,NA
"Acer inaugura su primera tienda en Latinoamérica https://t.co/LiVmJNUIXn #Acer #Tecnologia #Latinoamérica #GMIT… https://t.co/DdQtOoR2Rx",FALSE,0,NA,2018-02-02 22:20:14,TRUE,NA,"959552063981129728",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","GlobalMediaIT",0,FALSE,FALSE,NA,NA
"#Acer Aspire R5-571TG-78G6 15.6"" 2-in-1 Laptop i7-6500U 12GB 1TB NVIDIA GeForce https://t.co/0rEQvYb1dI https://t.co/ETs5P1cr3U",FALSE,0,NA,2018-02-02 22:04:03,FALSE,NA,"959547992922456064",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Top5pc",0,FALSE,FALSE,NA,NA
"[Warface] Na MANHÃ de sábado(03/02) teremos o jogo da repescagem do Open CUP de Warface. Vamos enfrentar a Sluper,… https://t.co/EEPsmgGWTm",FALSE,35,NA,2018-02-02 21:55:39,TRUE,NA,"959545879563776010",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","blackdragonsBR",5,FALSE,FALSE,NA,NA
"Tusenvis av sider med nye #EU-lover skal styre norsk #energi-politikk dersom Stortinget slutter seg til nå.… https://t.co/SvHVCh1Sqi",FALSE,1,NA,2018-02-02 20:00:28,TRUE,NA,"959516891210485761",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TVermes",8,FALSE,FALSE,NA,NA
"#Acer Switch 5 Review – #Convertible #Tablet with Liquid Cooling https://t.co/48Sz1sYLyx #SNRTG #ITRTG #Tech #TechNews #Technology #Switch5",FALSE,0,NA,2018-02-02 19:22:12,FALSE,NA,"959507259662446593",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","Rodney_Walker",0,FALSE,FALSE,NA,NA
"RT @linetrezz: #ACER er nok et eksempel på en stor og viktig lovendring som i veldig liten grad blir debattert i norsk offentlighet. Vi tre…",FALSE,0,NA,2018-02-02 18:59:52,FALSE,NA,"959501641958526977",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","paalfrisvold",4,TRUE,FALSE,NA,NA
"A baby monitor can cause static on screen-capture audio recordings. Who knew? #Ubuntu #Acer #audio",FALSE,0,NA,2018-02-02 18:56:18,FALSE,NA,"959500743131754496",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Develasaurus",0,FALSE,FALSE,NA,NA
"Nuevas rebajas en notebooks #Dell #HP #Lenovo #Acer. Encontra el modelo que estas buscando en nuestro sitio.... https://t.co/kuAuCCrMTI",FALSE,0,NA,2018-02-02 18:18:58,FALSE,NA,"959491347320311811",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","latiendavirtual",0,FALSE,FALSE,NA,NA
